Name,Year,Genre,Budget,Duration,Rating,Language,Industry
Ek Villain,2014,"Action ,Crime ,Drama ,Thriller",1400000,129,6.4,Hindi,Bollywood
Asha Jaoar Majhe,2014,Drama,1400000,84,8.0,Other Language,Other-wood
Ugramm,2014,"Action ,Drama ,Thriller",1400000,132,8.3,Kannada,Sandalwood
How Old Are You?,2014,Drama,1400000,122,7.1,Malayalam,Mollywood
Daawat-e-Ishq,2014,"Comedy ,Drama ,Romance",1400000,118,6.1,Hindi,Bollywood
Rummy,2014,"Drama ,Romance ,Thriller",560000,145,4.8,Tamil,Kollywood
X-Men: Days of Future Past,2014,Action,200000000,132,7.9,English,Hollywood
Killa,2014,"Comedy ,Drama",1400000,107,8.0,Other Language,Other-wood
Chirodini Tumi Je Amar 2,2014,Drama,1400000,143,7.7,Other Language,Other-wood
Wild,2014,Adventure,15000000,115,7.1,English,Hollywood
Foxcatcher,2014,Biography,24000000,134,7.0,English,Hollywood
1983,2014,"Family ,Sport",280000,138,7.7,Malayalam,Mollywood
The Guest,2014,Action,5000000,100,6.7,English,Hollywood
22 Jump Street,2014,Action,50000000,112,7.0,English,Hollywood
Dawn of the Planet of the Apes,2014,Action,170000000,130,7.6,English,Hollywood
Sin City: A Dame to Kill for,2014,Action,65000000,102,6.5,English,Hollywood
Vampire Academy,2014,Action,30000000,104,5.5,English,Hollywood
The Monuments Men,2014,Comedy,70000000,118,6.1,English,Hollywood
Pisasu,2014,Horror,1400000,114,7.6,Tamil,Kollywood
The Purge: Anarchy,2014,Action,9000000,103,6.4,English,Hollywood
Honeymoon,2014,Drama,1000000,87,5.7,English,Hollywood
Kaakkaa Muttai,2014,"Comedy ,Drama",1400000,91,8.4,Tamil,Kollywood
Lai Bhaari,2014,Action,1400000,157,6.2,Other Language,Other-wood
Dumb and Dumber to,2014,Comedy,40000000,109,5.6,English,Hollywood
The Xpose,2014,Thriller,1400000,113,3.2,Hindi,Bollywood
Before We Go,2014,Comedy,37010639,95,6.8,English,Hollywood
The Best of Me,2014,Drama,26000000,118,6.7,English,Hollywood
Bhoothnath Returns,2014,"Comedy ,Drama ,Fantasy",1400000,155,6.7,Hindi,Bollywood
Sabotage,2014,Action,35000000,109,5.7,English,Hollywood
A Million Ways to Die in the West,2014,Comedy,40000000,116,6.1,English,Hollywood
Seventh Son,2014,Action,95000000,102,5.5,English,Hollywood
Jatt James Bond,2014,Comedy,1120000,220,6.7,Other Language,Other-wood
Alludu Seenu,2014,"Action ,Comedy",1400000,151,4.3,Telugu,Tollywood
Rio 2,2014,Animation,103000000,101,6.3,English,Hollywood
Koyelaanchal,2014,"Action ,Drama",910000,145,5.6,Hindi,Bollywood
Need for Speed,2014,Action,66000000,132,6.4,English,Hollywood
Run Raja Run,2014,"Comedy ,Drama",1400000,137,7.4,Telugu,Tollywood
A Walk Among the Tombstones,2014,Action,28000000,114,6.5,English,Hollywood
Noah,2014,Action,125000000,138,5.7,English,Hollywood
How to Train Your Dragon 2,2014,Animation,145000000,102,7.8,English,Hollywood
Holiday,2014,"Action ,Thriller",7000000,160,7.2,Hindi,Bollywood
The Other Woman,2014,Comedy,40000000,109,6.0,English,Hollywood
Children of War,2014,"Drama ,History ,War",1200000,160,6.7,Hindi,Bollywood
Manam,2014,"Comedy ,Drama ,Fantasy",1400000,163,8.0,Telugu,Tollywood
Big Hero 6,2014,Animation,165000000,102,7.8,English,Hollywood
The Hunger Games: Mockingjay - Part 1,2014,Action,125000000,123,6.6,English,Hollywood
Blended,2014,Comedy,40000000,117,6.5,English,Hollywood
The Judge,2014,Crime,50000000,141,7.4,English,Hollywood
Godzilla,2014,Action,160000000,123,6.4,English,Hollywood
The Giver,2014,Drama,25000000,97,6.5,English,Hollywood
The Lego Movie,2014,Animation,60000000,100,7.7,English,Hollywood
Unbroken,2014,Action,65000000,137,7.2,English,Hollywood
Into the Woods,2014,Adventure,50000000,125,5.9,English,Hollywood
300: Rise of an Empire,2014,Action,110000000,102,6.2,English,Hollywood
Sex Tape,2014,Comedy,40000000,94,5.1,English,Hollywood
Mukunda,2014,Family,1400000,142,5.7,Telugu,Tollywood
Maleficent,2014,Action,180000000,97,7.0,English,Hollywood
American Sniper,2014,Action,58800000,133,7.3,English,Hollywood
The Amazing Spider-Man 2,2014,Action,200000000,142,6.6,English,Hollywood
The Fault in Our Stars,2014,Drama,12000000,126,7.7,English,Hollywood
Action Jackson,2014,"Action ,Thriller",13020000,144,3.2,Hindi,Bollywood
It Follows,2014,Horror,1000000,100,6.8,English,Hollywood
Inherent Vice,2014,Comedy,20000000,148,6.7,English,Hollywood
Transformers: Age of Extinction,2014,Action,210000000,165,5.6,English,Hollywood
"As Above, So Below",2014,Horror,5000000,93,6.2,English,Hollywood
Birdman or (The Unexpected Virtue of Ignorance),2014,Comedy,18000000,119,7.7,English,Hollywood
Main Tera Hero,2014,"Action ,Comedy ,Romance",1400000,128,5.2,Hindi,Bollywood
Annabelle,2014,Horror,6500000,99,5.4,English,Hollywood
The Drop,2014,Crime,12600000,106,7.1,English,Hollywood
The Interview,2014,Action,44000000,112,6.5,English,Hollywood
Lakshmi,2014,Drama,1400000,115,8.0,Hindi,Bollywood
Court,2014,Drama,1400000,116,7.7,Other Language,Other-wood
Strange Magic,2015,Animation,37010639,99,5.8,English,Hollywood
Ishq Ke Parindey,2015,"Music ,Romance",1400000,120,6.7,Hindi,Bollywood
Dope,2015,Adventure,7000000,103,7.2,English,Hollywood
The Lazarus Effect,2015,Horror,3300000,83,5.2,English,Hollywood
Krampus,2015,Comedy,15000000,98,6.2,English,Hollywood
The Gunman,2015,Action,40000000,115,5.8,English,Hollywood
The Night Before,2015,Comedy,25000000,101,6.4,English,Hollywood
Bruce Lee: The Fighter,2015,"Action ,Comedy",5180000,151,5.5,Telugu,Tollywood
The Sea of Trees,2015,Drama,25000000,110,6.1,English,Hollywood
Strawberry,2015,"Horror ,Thriller",1400000,140,4.8,Tamil,Kollywood
90 Minutes in Heaven,2015,Drama,5000000,121,4.8,English,Hollywood
Rock the Kasbah,2015,Comedy,15000000,106,5.5,English,Hollywood
"McFarland, USA",2015,Biography,17000000,129,7.4,English,Hollywood
The Peanuts Movie,2015,Animation,99000000,88,7.1,English,Hollywood
Alvin and the Chipmunks: The Road Chip,2015,Animation,90000000,92,5.0,English,Hollywood
Love the Coopers,2015,Comedy,17000000,107,5.8,English,Hollywood
"Hello, My Name Is Doris",2015,Comedy,1000000,90,6.6,English,Hollywood
